Product ID,Product Name,Category,Status,Total Stock,Minimum Stock,Date Received,Expired Date,Location,Supplier
HP-00271,Condition Might,household product,low stock,400,57,2025-03-27,2026-03-08,A2,Price LLC
PC-00272,Really Lead,personal care,available,282,97,2025-05-14,2026-02-01,D1,"Scott, Schaefer and Romero"
BVG-00273,Begin Population,beverage,low stock,145,49,2025-04-17,2025-07-26,D4,Alvarez-Huff
FNV-00274,Region Drop,fruit & vegetables,available,349,74,2024-12-18,2025-03-15,B5,Reyes PLC
FZF-00275,Fish Address,frozen food,available,62,43,2025-03-15,2025-07-01,D5,Lee-Love
MT-00276,Consumer Little,meat,available,246,74,2025-04-30,2025-10-24,A3,Harper-Walters
INF-00277,Federal Democratic,instant food,out of stock,350,14,2024-12-13,2025-03-29,B2,"Silva, Clark and Calhoun"
MED-00278,Forward Study,medicine,close to exp,327,94,2025-04-20,2026-01-29,D3,Armstrong-Bennett
HP-00279,Table Two,household product,low stock,105,37,2024-11-20,2025-04-21,C3,"Jensen, Stephenson and Branch"
VIT-00280,Wish Production,vitamin,out of stock,497,95,2024-12-10,2025-03-06,C3,Bishop-Kelley
VIT-00281,Best Science,vitamin,close to exp,65,42,2025-01-03,2025-05-15,B4,Morgan and Sons
DRY-00282,Standard Approach,dairy,available,429,53,2025-05-05,2025-07-30,A5,Cooper and Sons
SNK-00283,Develop Environment,snacks,close to exp,342,66,2025-02-24,2025-11-20,A1,Lowe-Bailey
DRY-00284,According Her,dairy,available,278,15,2025-03-31,2025-05-15,A1,Rodriguez-Wright
INF-00285,Smile Federal,instant food,available,392,93,2024-12-22,2025-11-27,A2,"Larson, Parks and Fowler"
VIT-00286,Tax Become,vitamin,available,476,17,2025-01-09,2025-03-10,C5,Powell-Martinez
FNV-00287,Keep Between,fruit & vegetables,low stock,456,16,2025-01-23,2025-11-08,D3,Newton-White
BVG-00288,Future Edge,beverage,out of stock,454,12,2025-01-05,2025-04-14,C4,"Stephens, Johnson and Lozano"
INF-00289,Station Laugh,instant food,available,160,27,2025-01-28,2025-11-20,C5,Ramos-Andrews
PC-00290,Nation Institution,personal care,available,185,11,2024-12-19,2025-10-02,A4,Hahn PLC
FZF-00291,Stay Lead,frozen food,available,490,32,2025-03-18,2025-11-10,C2,Norman-Salazar
SNK-00292,Political Deal,snacks,available,266,60,2025-03-16,2025-12-26,D2,"Scott, Schaefer and Romero"
SSN-00293,Trade Guy,seasoning,available,355,13,2024-12-14,2025-04-15,A2,Williamson and Sons
STA-00294,Upon First,stationery,expired,127,97,2025-03-21,2025-07-09,A1,Edwards Group
SNK-00295,Chair Something,snacks,available,98,58,2025-05-06,2025-12-22,D3,Keith-Torres
MT-00296,Live Successful,meat,available,400,70,2025-04-03,2025-10-29,D1,Moody PLC
SNK-00297,Entire Professor,snacks,available,182,76,2025-02-28,2025-05-30,B4,Wright Inc
FNV-00298,Identify Science,fruit & vegetables,available,264,25,2025-03-28,2025-12-10,A2,"Garza, Boyd and Farmer"
SSN-00299,Level Throughout,seasoning,low stock,34,63,2024-12-23,2025-07-24,C4,Reynolds Ltd
HP-00300,Reduce Loss,household product,low stock,218,84,2024-12-12,2025-04-22,B3,"Casey, Smith and Marks"
BVG-00301,Student Word,beverage,available,205,94,2025-05-10,2025-11-13,C3,Berg-Rich
STA-00302,She Worker,stationery,available,118,41,2025-02-10,2025-10-16,A5,Bishop-Kelley
HP-00303,Tend Necessary,household product,available,433,93,2024-12-29,2025-06-24,D2,Benitez LLC
BVG-00304,Color Statement,beverage,close to exp,36,19,2025-02-20,2025-06-06,D1,Johnson PLC
FNV-00305,Election Detail,fruit & vegetables,low stock,95,82,2025-01-31,2025-08-10,D2,Lee-Love
BVG-00306,Rest Laugh,beverage,available,182,61,2025-04-07,2025-11-03,B3,"Bowers, Juarez and Johnson"
BVG-00307,Head Beat,beverage,available,16,72,2025-03-06,2025-12-29,C2,Berg-Rich
INF-00308,Better Though,instant food,available,40,38,2025-03-07,2025-12-22,A1,Garrison Inc
FNV-00309,Then Check,fruit & vegetables,available,426,31,2024-12-13,2025-04-09,C5,Williamson and Sons
STA-00310,To Tree,stationery,available,0,56,2025-01-15,2025-05-19,B5,Torres-Taylor
SSN-00311,Nature Game,seasoning,available,334,26,2025-04-16,2025-06-19,B4,Hahn PLC
FZF-00312,Continue Staff,frozen food,available,115,28,2025-01-18,2025-06-03,C5,"Carr, Ho and Martinez"
SSN-00313,Bed Authority,seasoning,close to exp,449,86,2025-03-20,2025-05-27,A2,Reynolds Ltd
MT-00314,Together Throughout,meat,available,324,15,2025-02-03,2025-05-10,D2,"Wright, Peterson and Bauer"
SSN-00315,Rise Card,seasoning,available,309,42,2025-04-19,2026-02-11,B3,Morgan and Sons
FNV-00316,Media According,fruit & vegetables,out of stock,288,100,2025-02-06,2025-11-20,D5,"Walker, Marshall and Hall"
DRY-00317,By Election,dairy,available,287,55,2025-03-29,2026-01-16,A5,Moody PLC
INF-00318,Threat Western,instant food,available,494,43,2025-01-13,2025-04-12,C5,Marks-Rivers
MT-00319,Gun Hear,meat,low stock,286,52,2025-04-17,2026-03-14,A5,"Moore, Page and Taylor"
FZF-00320,Relationship Mrs,frozen food,available,483,25,2025-03-16,2025-07-05,D2,Jones-Ryan
INF-00321,Resource Power,instant food,available,224,84,2025-04-28,2026-01-28,C4,Reyes PLC
VIT-00322,Scientist His,vitamin,low stock,44,69,2024-11-28,2025-04-08,B5,Parker LLC
DRY-00323,Recent Catch,dairy,expired,320,37,2025-01-14,2025-07-21,C3,"Cruz, Martin and Gay"
SNK-00324,Word Likely,snacks,available,455,81,2025-01-30,2025-06-17,C2,Johnson PLC
VIT-00325,Should Approach,vitamin,available,344,84,2024-11-30,2025-09-08,B4,Thomas-Sandoval
PC-00326,Threat Provide,personal care,available,376,81,2024-12-18,2025-10-21,C4,Clark Ltd
INF-00327,Effort Statement,instant food,available,113,80,2025-03-22,2026-03-15,D4,Frye and Sons
VIT-00328,Close Article,vitamin,available,13,27,2025-02-17,2026-01-06,C3,Baker PLC
INF-00329,Area Herself,instant food,available,108,49,2024-11-29,2025-04-24,A5,Martinez-Sanchez
FZF-00330,Draw Close,frozen food,available,494,31,2025-02-19,2025-05-04,D3,"Garza, Boyd and Farmer"
FZF-00331,Anyone Defense,frozen food,available,115,83,2025-01-20,2025-07-21,B2,Powell-Martinez
FNV-00332,Quality Billion,fruit & vegetables,available,328,19,2024-12-20,2025-12-11,C1,Maddox Inc
SSN-00333,However Sometimes,seasoning,out of stock,67,49,2024-12-24,2025-12-20,B4,Baker PLC
FNV-00334,Affect Animal,fruit & vegetables,available,229,31,2025-02-13,2026-01-01,B1,Ramos-Andrews
SNK-00335,Million Various,snacks,available,334,13,2024-11-19,2025-01-17,D1,Williams-Sandoval
INF-00336,Respond Like,instant food,out of stock,242,18,2024-12-05,2025-11-01,D4,"Ramirez, Griffin and Bradley"
FZF-00337,Name Medical,frozen food,available,236,15,2025-04-23,2025-07-07,A2,"Rodriguez, Gallagher and Pratt"
VIT-00338,Story Even,vitamin,defective,55,51,2024-11-27,2025-02-12,D2,Anderson and Sons
SSN-00339,Buy Day,seasoning,expired,1,72,2025-01-05,2025-04-01,D1,Martinez-Greene
MT-00340,Strong Least,meat,close to exp,441,90,2024-11-16,2025-01-15,C1,Powell-Martinez
MT-00341,Successful Should,meat,available,396,72,2025-02-08,2025-05-16,A5,Baker-Simon
PC-00342,Structure Father,personal care,available,282,47,2025-02-25,2025-09-06,A3,"Stephens, Johnson and Lozano"
HP-00343,Drive Will,household product,available,211,99,2025-02-23,2025-08-19,A5,Baker PLC
SNK-00344,North Paper,snacks,available,367,10,2024-12-06,2025-01-15,A3,"Moore, Page and Taylor"
SNK-00345,Maintain Imagine,snacks,available,28,96,2025-01-13,2025-09-04,D1,Moore-Harrison
HP-00346,With Laugh,household product,low stock,439,55,2025-03-03,2025-11-16,A4,"Duncan, Martinez and Tate"
DRY-00347,Paper Build,dairy,close to exp,326,18,2025-02-19,2025-10-06,D1,Wright Inc
FNV-00348,Protect Air,fruit & vegetables,available,171,20,2024-12-22,2025-08-19,D1,Benitez LLC
SF-00349,Tree Majority,staple food,available,225,92,2025-01-06,2025-06-06,C4,Morgan and Sons
BVG-00350,Type Certain,beverage,available,207,90,2024-12-21,2025-05-22,A4,Harper-Walters
BVG-00351,Door Example,beverage,out of stock,302,31,2025-03-06,2025-08-12,B4,Thomas-Sandoval
SF-00352,Air Law,staple food,available,152,37,2025-02-23,2025-07-14,B5,Hahn PLC
HP-00353,Anything Kid,household product,available,206,40,2025-04-10,2025-12-06,A1,Collins LLC
INF-00354,Gas Analysis,instant food,available,311,36,2025-01-25,2025-12-27,D5,Miller-Taylor
MED-00355,Teach Technology,medicine,low stock,107,25,2025-03-13,2025-10-05,D1,Walls LLC
BVG-00356,Really Leave,beverage,defective,3,30,2025-04-06,2026-01-14,B4,Reyes PLC
INF-00357,Phone Grow,instant food,expired,275,57,2024-12-01,2025-04-10,B4,Mitchell PLC
DRY-00358,Forget Professional,dairy,available,367,71,2025-01-22,2025-11-04,B1,Powell-Martinez
BVG-00359,College Usually,beverage,available,165,72,2025-04-14,2026-02-28,D4,"Silva, Clark and Calhoun"
SSN-00360,Edge Traditional,seasoning,available,87,11,2025-04-30,2025-08-17,D2,"Scott, Schaefer and Romero"
HP-00361,Third Majority,household product,low stock,379,60,2024-12-26,2025-03-20,D5,Pitts-Martin
HP-00362,Also Relate,household product,expired,388,92,2024-11-27,2025-09-03,C1,Reyes PLC
SNK-00363,Rest Successful,snacks,available,101,56,2024-12-02,2025-06-24,D2,"Cruz, Martin and Gay"
HP-00364,Test Participant,household product,close to exp,402,75,2025-03-21,2025-07-20,D1,Berg-Rich
MT-00365,Set Treatment,meat,available,430,45,2025-01-28,2026-01-07,A5,"Carr, Ho and Martinez"
SSN-00366,Free City,seasoning,low stock,320,46,2024-12-10,2025-02-26,B4,"Walker, Marshall and Hall"
PC-00367,Argue Sport,personal care,available,290,49,2024-11-26,2025-10-31,D3,"Jensen, Stephenson and Branch"
MED-00368,Easy Official,medicine,close to exp,358,83,2024-11-27,2025-09-17,B5,Johnson PLC
SNK-00369,Degree Movie,snacks,close to exp,105,88,2024-11-22,2025-10-17,D5,"Hodges, Grant and Harper"
MT-00370,It Better,meat,available,45,22,2025-01-27,2025-04-09,A2,Leach Group
MED-00371,Tell Away,medicine,out of stock,230,68,2025-01-30,2025-06-24,B4,"Stephens, Johnson and Lozano"
INF-00372,Less Way,instant food,available,221,66,2025-03-14,2025-11-01,A1,Martinez-Sanchez
DRY-00373,Huge Benefit,dairy,available,106,86,2025-04-02,2026-02-27,A2,Keith-Torres
PC-00374,Development Someone,personal care,available,189,98,2025-01-27,2025-04-12,C1,"Cruz, Martin and Gay"
BVG-00375,Field Forward,beverage,low stock,230,48,2025-01-14,2025-06-02,B3,Price LLC
SSN-00376,Attack All,seasoning,low stock,135,40,2024-12-02,2025-02-21,A1,Thomas-Sandoval
MED-00377,Per Tree,medicine,out of stock,58,34,2024-11-24,2025-08-07,B5,Parrish Ltd
STA-00378,Population Tree,stationery,close to exp,259,63,2025-04-05,2025-09-19,B1,Stewart LLC
VIT-00379,Energy Opportunity,vitamin,available,464,31,2025-01-10,2025-04-18,A5,Parker LLC
STA-00380,Truth Force,stationery,close to exp,387,18,2025-01-30,2025-05-31,D4,Reyes PLC
SF-00381,Deal Increase,staple food,available,437,89,2025-04-12,2025-10-09,A4,Alvarez-Huff
HP-00382,Minute Financial,household product,available,169,98,2025-04-29,2025-10-17,A2,"Larson, Parks and Fowler"
HP-00383,Finish Than,household product,expired,214,72,2025-04-25,2025-09-22,C4,Lopez-Kelly
BVG-00384,Ahead Discussion,beverage,expired,105,11,2025-01-26,2025-05-15,C4,Lee-Love
VIT-00385,West Strategy,vitamin,available,10,42,2025-04-03,2025-12-22,B2,Anderson and Sons
INF-00386,Police Soldier,instant food,out of stock,57,12,2025-04-14,2025-10-18,C1,Clark Ltd
STA-00387,Doctor Case,stationery,available,459,92,2025-02-14,2025-07-11,D2,Baker-Simon
DRY-00388,Sport Realize,dairy,available,313,70,2024-12-29,2025-07-26,C1,Wright Inc
MED-00389,Catch Himself,medicine,available,277,39,2025-04-09,2025-07-17,B4,Clark Ltd
HP-00390,Value Cup,household product,available,473,92,2025-03-18,2026-02-11,D1,Williams-Sandoval
FNV-00391,Develop Throw,fruit & vegetables,out of stock,360,16,2025-02-27,2025-08-04,B3,"Snyder, Lopez and Mathis"
SNK-00392,Employee Source,snacks,available,271,87,2024-12-21,2025-07-11,B1,Lee-Fowler
VIT-00393,Bad Protect,vitamin,available,237,88,2025-02-08,2025-08-07,D2,"Garza, Boyd and Farmer"
FNV-00394,Scientist She,fruit & vegetables,available,417,11,2025-05-14,2025-08-31,D4,"Vasquez, Ibarra and Hines"
FZF-00395,Like Affect,frozen food,close to exp,83,36,2025-02-06,2025-11-13,A1,Johnson PLC
MED-00396,Build Board,medicine,available,74,77,2025-01-09,2025-07-26,C3,"Carr, Ho and Martinez"
INF-00397,Old Media,instant food,available,14,28,2025-04-14,2026-03-24,B2,Norman-Salazar
MED-00398,Able Chair,medicine,low stock,425,17,2025-04-06,2025-09-21,A2,Pitts-Martin
INF-00399,Rock Almost,instant food,available,304,81,2025-02-05,2025-08-06,C2,Baker-Simon
MT-00400,Her Each,meat,close to exp,91,37,2024-11-24,2025-06-28,A1,King-Spencer
FZF-00401,Something Major,frozen food,available,170,59,2025-02-26,2025-08-29,B5,Coleman-Walton
SNK-00402,For Movement,snacks,available,180,29,2025-01-24,2025-07-27,A5,"Barnett, Lester and Chase"
FZF-00403,Environmental Heart,frozen food,low stock,150,10,2025-01-03,2025-10-12,A2,Johnson Inc
INF-00404,Few Page,instant food,close to exp,201,14,2025-05-13,2025-11-17,B4,Jones-Santiago
HP-00405,Million To,household product,available,75,48,2025-04-26,2026-01-25,D3,Thomas-Sandoval
SSN-00406,Scene Represent,seasoning,available,474,86,2024-11-18,2025-09-17,C3,Wright-Rice
FNV-00407,Force About,fruit & vegetables,available,137,73,2024-12-19,2025-06-06,A4,"Cruz, Martin and Gay"
STA-00408,That Himself,stationery,available,160,64,2025-03-06,2025-11-10,D3,Ramos-Andrews
FZF-00409,Lead Body,frozen food,expired,376,66,2025-02-13,2025-03-16,A1,Anderson and Sons
MT-00410,Agreement Resource,meat,available,229,77,2025-01-01,2025-11-12,C3,Anderson and Sons
MED-00411,Pick Purpose,medicine,available,328,96,2025-01-25,2025-11-19,B3,"Bowers, Juarez and Johnson"
SSN-00412,Market To,seasoning,low stock,281,25,2025-04-04,2026-02-09,B1,Mora and Sons
PC-00413,Prepare Option,personal care,available,282,88,2025-04-07,2026-03-19,A4,Jones-Ryan
INF-00414,Garden Tax,instant food,available,402,30,2025-01-24,2025-07-31,D5,Parker LLC
HP-00415,Stuff Year,household product,available,211,96,2025-04-16,2026-02-11,B3,Miller-Taylor
FZF-00416,Street Another,frozen food,available,218,36,2024-12-11,2025-05-25,A5,Moody PLC
MED-00417,Break Behavior,medicine,low stock,265,29,2025-04-19,2026-01-04,C1,Norman-Salazar
FNV-00418,Design Window,fruit & vegetables,available,125,64,2024-12-18,2025-07-05,A1,"Jensen, Stephenson and Branch"
INF-00419,Determine Factor,instant food,close to exp,193,56,2025-03-06,2026-01-26,B2,Mitchell PLC
SF-00420,Big It,staple food,available,195,48,2025-01-04,2025-06-07,B2,King-Spencer
INF-00421,Manager Guy,instant food,expired,391,38,2025-04-01,2025-08-19,C3,"Wright, Peterson and Bauer"
MED-00422,Later Call,medicine,available,269,24,2025-01-18,2025-07-19,D1,Mitchell PLC
SSN-00423,Bit Teacher,seasoning,low stock,432,43,2025-02-26,2025-10-02,C5,Martinez-Sanchez
SNK-00424,Her Agree,snacks,available,135,95,2025-03-10,2026-02-06,C1,"Stephens, Johnson and Lozano"
SNK-00425,Bring Rather,snacks,available,277,70,2025-04-04,2025-12-11,D4,Norman-Salazar
SSN-00426,Put Power,seasoning,close to exp,95,10,2025-02-15,2026-01-25,D4,Benitez LLC
SF-00427,Popular Throughout,staple food,low stock,328,21,2025-05-10,2025-12-25,D1,Lowe-Bailey
MED-00428,Maintain Its,medicine,expired,120,47,2025-03-13,2025-09-01,C5,Garrison Inc
SF-00429,Have Down,staple food,available,462,31,2025-01-24,2025-06-13,B4,Parrish Ltd
PC-00430,Piece Strong,personal care,available,90,28,2025-01-12,2025-04-05,A5,Lowe-Bailey
DRY-00431,Whose Maybe,dairy,available,383,21,2024-12-24,2025-07-20,A3,Baker PLC
SNK-00432,Full Always,snacks,available,139,92,2025-03-05,2025-09-05,D4,Lindsey Inc
FZF-00433,Miss Lose,frozen food,available,202,10,2025-01-09,2025-07-27,C1,"Moore, Page and Taylor"
SNK-00434,Despite So,snacks,low stock,500,22,2025-02-12,2025-11-16,B2,Baker PLC
STA-00435,East Fast,stationery,low stock,442,31,2025-01-04,2025-03-18,B4,"Stephens, Johnson and Lozano"
MED-00436,Teacher Left,medicine,available,258,48,2025-04-18,2025-10-08,A1,"Duncan, Martinez and Tate"
DRY-00437,Soldier Reflect,dairy,low stock,315,88,2025-02-20,2025-12-04,B2,Collins LLC
FZF-00438,Wait Edge,frozen food,low stock,344,87,2025-05-04,2025-11-22,D4,Alvarez-Huff
SSN-00439,Safe Radio,seasoning,available,464,14,2024-12-06,2025-02-06,B4,"Vasquez, Ibarra and Hines"
DRY-00440,Notice Blood,dairy,available,131,51,2024-11-25,2025-04-05,A2,Stewart LLC
STA-00441,Although Truth,stationery,close to exp,331,86,2024-12-23,2025-12-23,B1,Butler and Sons
DRY-00442,Early Affect,dairy,low stock,313,40,2025-01-07,2025-10-09,A4,Johnson PLC
MED-00443,Open South,medicine,low stock,499,34,2025-03-21,2025-05-04,A3,Clark Ltd
INF-00444,Ten Begin,instant food,available,334,30,2025-04-21,2026-01-27,A2,Neal-Carrillo
PC-00445,Large Growth,personal care,expired,320,56,2025-03-24,2025-08-23,A5,Lee-Fowler
PC-00446,Myself Wait,personal care,available,333,33,2025-04-30,2026-04-26,C2,Garrison Inc
FNV-00447,Item Surface,fruit & vegetables,defective,42,87,2025-01-16,2025-05-31,D3,Lopez-Kelly
MED-00448,Imagine Painting,medicine,low stock,11,68,2025-04-27,2025-06-28,D5,Walls LLC
PC-00449,Become Dinner,personal care,low stock,325,85,2025-04-04,2025-11-29,A3,"Moore, Page and Taylor"
STA-00450,Safe Reflect,stationery,available,268,25,2025-04-15,2025-06-24,B4,Anderson and Sons
MT-00451,Ground Yourself,meat,available,377,25,2025-03-19,2025-07-18,D2,Clark Ltd
MED-00452,Society Peace,medicine,low stock,454,50,2025-01-08,2025-12-06,C4,Vargas LLC
VIT-00453,Kitchen These,vitamin,low stock,184,50,2025-01-22,2026-01-17,C3,Smith and Sons
VIT-00454,Option Way,vitamin,out of stock,139,45,2024-11-24,2025-10-01,A4,"Hodges, Grant and Harper"
MED-00455,Understand Usually,medicine,available,356,10,2024-12-17,2025-04-04,A2,"Taylor, Johnson and Hernandez"
MT-00456,Imagine Candidate,meat,available,220,67,2025-04-19,2025-11-15,D2,Collins LLC
SSN-00457,Financial Suffer,seasoning,out of stock,334,45,2025-02-18,2025-10-02,D5,Potter-Hart
STA-00458,Pull Business,stationery,expired,390,16,2025-04-21,2025-11-23,B3,Harper-Walters
SF-00459,Friend Reveal,staple food,out of stock,22,29,2025-03-23,2025-12-06,A5,Hahn PLC
FZF-00460,Act Occur,frozen food,close to exp,259,50,2025-02-03,2025-07-06,A3,Pitts-Martin
MT-00461,Chair Professor,meat,close to exp,417,100,2024-11-28,2025-01-24,D4,"Casey, Smith and Marks"
STA-00462,Mouth Subject,stationery,available,331,32,2024-11-23,2025-02-26,A4,Schwartz LLC
SF-00463,Step Expert,staple food,defective,443,21,2024-11-19,2025-10-05,A5,Vargas LLC
SNK-00464,Along Guess,snacks,low stock,496,55,2025-01-17,2025-10-06,D1,Lowe-Bailey
SSN-00465,Marriage Everyone,seasoning,out of stock,11,92,2025-02-17,2025-09-23,B4,Martinez-Sanchez
SF-00466,Cover Thank,staple food,close to exp,163,41,2025-03-11,2026-02-04,D1,Benitez LLC
PC-00467,Member Head,personal care,low stock,234,99,2025-01-30,2025-06-26,D1,Ramos-Andrews
FZF-00468,Simple Unit,frozen food,available,6,74,2025-02-08,2025-09-04,D3,Berg-Rich
VIT-00469,Thing Past,vitamin,available,38,77,2024-12-30,2025-02-21,C3,Baker-Simon
SNK-00470,Find Himself,snacks,available,108,96,2025-01-30,2026-01-25,A2,Mitchell PLC
SNK-00471,Save Economy,snacks,out of stock,41,36,2025-01-11,2026-01-04,C1,Newton-White
SSN-00472,Meeting Strategy,seasoning,available,296,17,2025-02-02,2025-07-22,B5,Torres-Taylor
DRY-00473,Society Line,dairy,available,24,60,2025-03-02,2025-08-08,D4,Cooper and Sons
VIT-00474,Investment Capital,vitamin,close to exp,163,61,2025-04-19,2026-01-11,B4,"Silva, Clark and Calhoun"
MT-00475,Worker Onto,meat,available,140,75,2024-12-24,2025-04-20,C1,Rowe Group
DRY-00476,Yeah Generation,dairy,available,180,24,2025-02-07,2025-10-25,C1,"Taylor, Johnson and Hernandez"
SSN-00477,Fast Eat,seasoning,available,364,37,2024-11-30,2025-02-14,D2,"Garza, Boyd and Farmer"
SF-00478,Land Industry,staple food,available,352,68,2024-11-28,2025-08-16,C4,"Snyder, Lopez and Mathis"
STA-00479,Study Television,stationery,low stock,158,41,2025-03-08,2025-04-25,B5,"Silva, Clark and Calhoun"
HP-00480,Management Community,household product,available,209,82,2025-03-26,2026-02-16,B2,Baker-Simon
STA-00481,However Type,stationery,out of stock,333,55,2025-04-15,2025-12-10,D1,"Martinez, Robinson and Randolph"
FNV-00482,The Seek,fruit & vegetables,available,481,94,2025-01-12,2025-09-25,B3,Schwartz LLC
BVG-00483,Statement Pm,beverage,low stock,455,73,2025-04-24,2025-09-28,D2,Wright Inc
STA-00484,Open Change,stationery,low stock,53,65,2025-03-18,2025-06-02,B5,Torres-Taylor
